#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr14	59370491	59370735	Peak_12836	59370613	1.11	1.23	0.12	10.40	1.00	0.31
chr14	59597837	59598081	Peak_10834	59597959	1.47	1.68	0.21	8.11	1.00	0.24
chr14	59625107	59625351	Peak_2090	59625229	13.19	13.41	0.22	61.05	1.00	0.00
chr14	60251318	60251562	Peak_11078	60251440	1.42	1.49	0.07	21.21	1.00	0.23
chr14	60265058	60265302	Peak_3772	60265180	7.12	7.20	0.08	92.00	1.00	0.00
chr14	60399178	60399422	Peak_12892	60399300	1.10	1.30	0.20	6.53	1.00	0.32
chr14	60656095	60656339	Peak_11401	60656217	1.35	1.50	0.15	10.07	1.00	0.24
chr14	60753800	60754044	Peak_2732	60753922	10.40	10.63	0.24	44.62	1.00	0.00
chr14	60777624	60777868	Peak_11199	60777746	1.39	1.51	0.11	13.14	1.00	0.23
chr14	61037426	61037670	Peak_8077	61037548	2.36	2.67	0.31	8.61	1.00	0.16
chr14	61046188	61046432	Peak_13010	61046310	1.09	1.30	0.21	6.12	1.00	0.33
chr14	61172560	61172804	Peak_8531	61172682	2.16	2.37	0.21	11.47	1.00	0.16
chr14	61172832	61173076	Peak_3769	61172954	7.13	7.19	0.06	126.39	1.00	0.00
chr14	61327968	61328212	Peak_8078	61328090	2.36	2.45	0.09	27.12	1.00	0.16
chr14	61556925	61557169	Peak_4012	61557047	6.59	6.65	0.05	131.92	1.00	0.00
chr14	61599334	61599578	Peak_850	61599456	24.67	24.86	0.19	128.89	1.00	0.00
chr14	61648842	61649086	Peak_74	61648964	64.58	64.82	0.24	269.09	1.00	0.00
chr14	61719188	61719432	Peak_5958	61719310	3.77	3.91	0.14	28.13	1.00	0.03
chr14	62331863	62332107	Peak_10074	62331985	1.66	1.90	0.24	8.05	1.00	0.21
chr14	62761149	62761393	Peak_12273	62761271	1.20	1.34	0.14	9.55	1.00	0.32
chr14	62837419	62837663	Peak_1361	62837541	18.41	18.55	0.14	129.67	1.00	0.00
chr14	62855194	62855438	Peak_4710	62855316	5.37	5.64	0.27	21.16	1.00	0.00
chr14	63041080	63041324	Peak_6820	63041202	3.08	3.24	0.16	20.52	1.00	0.10
chr14	63111201	63111445	Peak_7739	63111323	2.52	2.76	0.23	11.82	1.00	0.13
chr14	63178027	63178271	Peak_2235	63178149	12.51	12.72	0.21	60.14	1.00	0.00
chr14	63193484	63193728	Peak_5452	63193606	4.28	4.59	0.30	15.23	1.00	0.04
chr14	63503669	63503913	Peak_12566	63503791	1.15	1.32	0.17	7.90	1.00	0.31
chr14	64123511	64123755	Peak_1920	64123633	14.21	14.44	0.23	62.80	1.00	0.00
chr14	64440581	64440825	Peak_312	64440703	40.17	40.52	0.35	114.88	1.00	0.00
chr14	64450888	64451132	Peak_1910	64451010	14.30	14.54	0.24	59.45	1.00	0.00
chr14	64579128	64579372	Peak_10004	64579250	1.68	2.01	0.33	6.12	1.00	0.21
chr14	64590308	64590552	Peak_8555	64590430	2.16	2.30	0.14	16.15	1.00	0.16
chr14	64611680	64611924	Peak_7603	64611802	2.59	2.70	0.11	24.72	1.00	0.13
chr14	64616343	64616587	Peak_856	64616465	24.57	24.64	0.07	339.08	1.00	0.00
chr14	65026557	65026801	Peak_3125	65026679	8.93	8.98	0.05	165.56	1.00	0.00
chr14	65092979	65093223	Peak_8532	65093101	2.16	2.32	0.16	14.43	1.00	0.16
chr14	65149968	65150212	Peak_1087	65150090	21.62	21.83	0.21	105.12	1.00	0.00
chr14	65343376	65343620	Peak_7379	65343498	2.71	2.99	0.28	10.57	1.00	0.14
chr14	65358227	65358471	Peak_1624	65358349	16.10	16.31	0.21	77.50	1.00	0.00
chr14	65499480	65499724	Peak_4340	65499602	5.98	6.09	0.11	56.26	1.00	0.00
chr14	65510327	65510571	Peak_6349	65510449	3.42	3.76	0.34	11.02	1.00	0.08
chr14	65592923	65593167	Peak_13362	65593045	1.03	1.22	0.18	6.66	1.00	0.35
chr14	65833868	65834112	Peak_7361	65833990	2.72	3.11	0.39	7.99	1.00	0.14
chr14	65953792	65954036	Peak_9790	65953914	1.74	1.92	0.18	10.75	1.00	0.18
chr14	65968657	65968901	Peak_12329	65968779	1.19	1.36	0.17	8.04	1.00	0.32
chr14	66072655	66072899	Peak_2231	66072777	12.53	12.63	0.10	123.97	1.00	0.00
chr14	66296842	66297086	Peak_5495	66296964	4.22	4.55	0.33	13.74	1.00	0.04
chr14	66592209	66592453	Peak_9667	66592331	1.78	2.00	0.23	8.75	1.00	0.18
chr14	66705789	66706033	Peak_11261	66705911	1.38	1.52	0.14	10.77	1.00	0.24
chr14	66868560	66868804	Peak_3596	66868682	7.57	7.73	0.16	49.59	1.00	0.00
chr14	66911953	66912197	Peak_7634	66912075	2.58	2.76	0.18	15.43	1.00	0.13
chr14	66950889	66951133	Peak_4917	66951011	5.04	5.19	0.15	34.07	1.00	0.00
chr14	67008765	67009009	Peak_5812	67008887	3.93	4.19	0.26	16.18	1.00	0.03
chr14	67298905	67299149	Peak_9516	67299027	1.82	1.95	0.13	15.56	1.00	0.17
chr14	67376567	67376811	Peak_3435	67376689	7.98	8.13	0.15	52.95	1.00	0.00
chr14	67614043	67614287	Peak_4978	67614165	4.96	5.01	0.05	93.35	1.00	0.00
chr14	67715771	67716015	Peak_2065	67715893	13.31	13.45	0.14	97.47	1.00	0.00
chr14	68083676	68083920	Peak_5151	68083798	4.73	4.84	0.12	41.42	1.00	0.04
chr14	68935370	68935614	Peak_9326	68935492	1.88	1.97	0.09	21.98	1.00	0.16
chr14	69732630	69732874	Peak_1232	69732752	19.83	20.26	0.43	47.41	1.00	0.00
chr14	69767377	69767621	Peak_8139	69767499	2.33	2.44	0.11	22.81	1.00	0.16
chr14	69796827	69797071	Peak_9584	69796949	1.80	1.91	0.11	17.56	1.00	0.18
chr14	70009439	70009683	Peak_13527	70009561	1.01	1.06	0.05	20.88	1.00	0.35
chr14	70080357	70080601	Peak_10128	70080479	1.65	1.85	0.20	9.05	1.00	0.21
chr14	70220040	70220284	Peak_2735	70220162	10.39	10.62	0.23	47.04	1.00	0.00
chr14	70338405	70338649	Peak_9618	70338527	1.79	2.03	0.24	8.36	1.00	0.18
chr14	70512381	70512625	Peak_12685	70512503	1.13	1.30	0.12	10.97	0.96	0.31
chr14	70536233	70536477	Peak_5633	70536355	4.10	4.24	0.14	30.25	1.00	0.04
chr14	70545111	70545355	Peak_537	70545233	31.59	31.83	0.24	130.67	1.00	0.00
chr14	70617922	70618166	Peak_4344	70618044	5.98	6.34	0.36	17.77	1.00	0.00
chr14	70659170	70659414	Peak_4333	70659292	6.00	6.35	0.35	17.97	1.00	0.00
chr14	70832948	70833192	Peak_4038	70833070	6.53	6.59	0.05	127.44	1.00	0.00
chr14	70925859	70926103	Peak_12918	70925981	1.10	1.26	0.16	8.06	1.00	0.32
chr14	72372389	72372633	Peak_12696	72372511	1.13	1.23	0.10	12.83	1.00	0.31
chr14	73324847	73325091	Peak_12890	73324969	1.10	1.27	0.16	7.72	1.00	0.32
chr14	73335031	73335275	Peak_5953	73335153	3.78	4.05	0.26	15.35	1.00	0.03
chr14	73374336	73374580	Peak_12211	73374458	1.21	1.37	0.16	8.39	1.00	0.30
chr14	73410949	73411193	Peak_6984	73411071	2.97	3.21	0.24	13.17	1.00	0.11
chr14	73509914	73510158	Peak_732	73510036	26.63	26.88	0.25	108.91	1.00	0.00
chr14	73552655	73552899	Peak_5245	73552777	4.58	6.78	0.12	57.76	0.69	0.04
chr14	74707048	74707292	Peak_3913	74707170	6.81	6.93	0.13	54.59	1.00	0.00
chr14	74786115	74786359	Peak_10642	74786237	1.52	1.75	0.23	7.55	1.00	0.23
chr14	74934043	74934287	Peak_10097	74934165	1.65	1.87	0.21	8.72	1.00	0.21
chr14	74946788	74947032	Peak_6331	74946910	3.43	3.73	0.29	12.69	1.00	0.08
chr14	75036440	75036684	Peak_11838	75036562	1.27	1.40	0.13	10.82	1.00	0.27
chr14	75130912	75131156	Peak_4807	75131034	5.22	5.30	0.08	63.95	1.00	0.00
chr14	75178609	75178853	Peak_1074	75178731	21.75	21.81	0.05	409.00	1.00	0.00
chr14	75378754	75378998	Peak_12579	75378876	1.15	1.43	0.28	5.19	1.00	0.31
chr14	75539994	75540238	Peak_2394	75540116	11.70	11.80	0.11	110.53	1.00	0.00
chr14	75688532	75688776	Peak_8423	75688654	2.21	2.43	0.22	11.06	1.00	0.17
chr14	75823203	75823447	Peak_10479	75823325	1.56	1.66	0.11	15.79	1.00	0.22
chr14	76010810	76011054	Peak_512	76010932	32.23	32.64	0.41	79.53	1.00	0.00
chr14	76069979	76070223	Peak_11550	76070101	1.32	1.48	0.15	9.64	1.00	0.25
chr14	76081882	76082126	Peak_8729	76082004	2.09	2.23	0.14	15.59	1.00	0.17
chr14	76125037	76125281	Peak_11002	76125159	1.43	1.51	0.08	18.22	1.00	0.24
chr14	76152575	76152819	Peak_5802	76152697	3.94	4.32	0.38	11.33	1.00	0.03
chr14	76217172	76217416	Peak_2492	76217294	11.34	11.49	0.15	76.94	1.00	0.00
chr14	76244362	76244606	Peak_13102	76244484	1.07	1.24	0.17	7.35	1.00	0.33
chr14	76312596	76312840	Peak_1393	76312718	18.08	18.32	0.25	74.14	1.00	0.00
chr14	76316431	76316675	Peak_9448	76316553	1.85	1.92	0.07	27.59	1.00	0.16
chr14	76414580	76414824	Peak_4094	76414702	6.41	6.49	0.08	84.09	1.00	0.00
chr14	76426067	76426311	Peak_8276	76426189	2.27	2.49	0.22	11.47	1.00	0.17
chr14	76437852	76438096	Peak_11283	76437974	1.38	1.52	0.15	10.40	1.00	0.24
chr14	76504075	76504319	Peak_10927	76504197	1.45	1.76	0.31	5.70	1.00	0.24
chr14	76527518	76527762	Peak_7888	76527640	2.45	2.57	0.13	20.27	1.00	0.14
chr14	76618919	76619163	Peak_7036	76619041	2.93	5.44	0.06	90.64	0.54	0.11
chr14	76659203	76659447	Peak_9265	76659325	1.90	2.11	0.21	10.28	1.00	0.16
chr14	77156584	77156828	Peak_13200	77156706	1.06	1.24	0.07	17.94	0.91	0.33
chr14	77261448	77261692	Peak_10007	77261570	1.68	1.73	0.05	32.91	1.00	0.21
chr14	77624554	77624798	Peak_8377	77624676	2.23	2.45	0.22	10.91	1.00	0.17
chr14	78038056	78038300	Peak_10189	78038178	1.63	1.96	0.33	5.88	1.00	0.21
chr14	78155401	78155645	Peak_11171	78155523	1.40	1.63	0.23	7.07	1.00	0.23
chr14	78276374	78276618	Peak_12420	78276496	1.18	1.28	0.11	12.04	1.00	0.31
chr14	78421938	78422182	Peak_8374	78422060	2.23	2.29	0.06	38.57	1.00	0.17
chr14	78603420	78603664	Peak_7795	78603542	2.49	2.54	0.05	50.48	1.00	0.13
chr14	79036476	79036720	Peak_9035	79036598	1.98	2.13	0.14	14.76	1.00	0.17
chr14	79162149	79162393	Peak_6684	79162271	3.17	3.27	0.10	32.70	1.00	0.09
chr14	79204842	79205086	Peak_10547	79204964	1.54	1.63	0.10	17.14	1.00	0.23
chr14	79771229	79771473	Peak_10437	79771351	1.57	1.71	0.14	12.33	1.00	0.22
chr14	82741520	82741764	Peak_3270	82741642	8.46	8.51	0.05	161.75	1.00	0.00
chr14	84442921	84443165	Peak_5265	84443043	4.54	4.83	0.29	16.54	1.00	0.04
chr14	87141077	87141321	Peak_6370	87141199	3.41	3.47	0.07	50.83	1.00	0.08
chr14	87280999	87281243	Peak_2664	87281121	10.65	10.75	0.11	99.81	1.00	0.00
chr14	87415781	87416025	Peak_5979	87415903	3.75	4.24	0.05	84.25	0.90	0.03
chr14	87416541	87416785	Peak_5243	87416663	4.58	4.63	0.05	91.29	1.00	0.04
chr14	88138297	88138541	Peak_12248	88138419	1.20	1.25	0.05	24.84	1.00	0.32
chr14	89451153	89451397	Peak_12633	89451275	1.14	1.31	0.17	7.74	1.00	0.31
chr14	90702738	90702982	Peak_6852	90702860	3.05	3.19	0.13	24.10	1.00	0.10
chr14	91768502	91768746	Peak_4738	91768624	5.33	6.24	0.12	50.82	0.87	0.00
chr14	93890787	93891031	Peak_7187	93890909	2.83	2.88	0.05	55.69	1.00	0.13
chr14	95557927	95558171	Peak_4628	95558049	5.49	5.59	0.10	58.54	1.00	0.00
chr14	98957634	98957878	Peak_2502	98957756	11.31	11.50	0.18	62.36	1.00	0.00
chr14	99060779	99061023	Peak_7205	99060901	2.81	3.14	0.33	9.41	1.00	0.12
chr14	99099819	99100063	Peak_3937	99099941	6.75	7.00	0.24	29.05	1.00	0.00
chr14	99231741	99231985	Peak_7122	99231863	2.87	2.96	0.09	32.65	1.00	0.13
chr14	99244976	99245220	Peak_10726	99245098	1.50	1.64	0.14	11.57	1.00	0.23
chr14	99325702	99325946	Peak_11408	99325824	1.35	1.54	0.19	7.96	1.00	0.24
chr14	99343728	99343972	Peak_9275	99343850	1.90	1.98	0.08	24.07	1.00	0.16
chr14	99387234	99387478	Peak_3463	99387356	7.89	8.16	0.26	31.24	1.00	0.00
chr14	99411916	99412160	Peak_12652	99412038	1.14	1.23	0.09	13.85	1.00	0.31
chr14	99442301	99442545	Peak_11042	99442423	1.42	1.63	0.21	7.82	1.00	0.23
chr14	100012127	100012371	Peak_7789	100012249	2.50	2.55	0.05	49.77	1.00	0.13
chr14	100284285	100284529	Peak_7456	100284407	2.67	2.91	0.24	12.05	1.00	0.13
chr14	101640568	101640812	Peak_594	101640690	29.83	30.05	0.22	136.88	1.00	0.00
chr14	101653612	101653856	Peak_1024	101653734	22.36	22.67	0.31	73.07	1.00	0.00
chr14	101718157	101718401	Peak_4259	101718279	6.13	6.26	0.14	45.35	1.00	0.00
chr14	101774788	101775032	Peak_10489	101774910	1.56	1.72	0.16	10.58	1.00	0.22
chr14	103070012	103070256	Peak_3137	103070134	8.88	9.12	0.24	38.47	1.00	0.00
chr14	103346744	103346988	Peak_4472	103346866	5.75	5.90	0.14	40.76	1.00	0.00
chr14	103349477	103349721	Peak_7047	103349599	2.92	3.00	0.08	37.31	1.00	0.11
chr14	103550997	103551241	Peak_9194	103551119	1.93	2.10	0.18	11.82	1.00	0.16
chr14	103589904	103590148	Peak_5391	103590026	4.36	4.58	0.23	20.22	1.00	0.04
chr14	103684408	103684652	Peak_4270	103684530	6.11	6.27	0.16	40.16	1.00	0.00
chr14	103842958	103843202	Peak_12113	103843080	1.23	1.30	0.07	17.50	1.00	0.29
chr14	103901920	103902164	Peak_2159	103902042	12.85	12.91	0.06	200.90	1.00	0.00
chr14	103941254	103941498	Peak_3964	103941376	6.69	6.90	0.21	32.40	1.00	0.00
chr14	104453900	104454144	Peak_9276	104454022	1.90	1.95	0.05	38.73	1.00	0.16
chr14	104460448	104460692	Peak_2714	104460570	10.47	10.66	0.19	56.76	1.00	0.00
chr14	104573211	104573455	Peak_6828	104573333	3.07	3.26	0.19	16.90	1.00	0.10
chr14	104610629	104610873	Peak_5607	104610751	4.12	4.29	0.17	25.30	1.00	0.04
chr14	104884369	104884613	Peak_6393	104884491	3.38	3.48	0.10	33.99	1.00	0.08
chr14	105291580	105291824	Peak_3231	105291702	8.59	8.86	0.27	33.06	1.00	0.00
chr14	105392133	105392377	Peak_6649	105392255	3.19	3.47	0.28	12.41	1.00	0.09
chr14	105589780	105590024	Peak_10544	105589902	1.54	1.59	0.05	31.51	1.00	0.23
chr14	105599267	105599511	Peak_6340	105599389	3.42	3.53	0.10	35.18	1.00	0.08
chr14	105847933	105848177	Peak_12920	105848055	1.10	1.26	0.14	8.84	0.99	0.32
chr14	105924255	105924499	Peak_2174	105924377	12.78	12.99	0.21	61.13	1.00	0.00
chr14	109644307	109644551	Peak_4567	109644429	5.58	5.79	0.22	26.84	1.00	0.00
chr14	113809413	113809657	Peak_9741	113809535	1.76	1.81	0.05	35.89	1.00	0.18
chr14	113865571	113865815	Peak_13295	113865693	1.04	1.11	0.05	21.73	0.99	0.35
chr14	114106877	114107121	Peak_3064	114106999	9.15	9.41	0.26	36.79	1.00	0.00
chr14	115092389	115092633	Peak_10414	115092511	1.57	1.68	0.11	15.14	1.00	0.22
chr14	117838037	117838281	Peak_13542	117838159	1.01	1.06	0.05	21.04	1.00	0.35
chr14	118042103	118042347	Peak_10845	118042225	1.47	1.64	0.17	9.53	1.00	0.24
chr14	118089234	118089478	Peak_2617	118089356	10.83	10.92	0.09	117.02	1.00	0.00
chr14	118132784	118133028	Peak_2887	118132906	9.80	10.02	0.22	45.86	1.00	0.00
chr14	118136747	118136991	Peak_1678	118136869	15.69	15.88	0.19	82.92	1.00	0.00
chr14	118212712	118212956	Peak_3739	118212834	7.21	7.29	0.08	86.91	1.00	0.00
chr14	118237020	118237264	Peak_9905	118237142	1.71	1.77	0.06	28.57	1.00	0.21
chr14	118421204	118421448	Peak_10894	118421326	1.45	1.68	0.20	8.51	0.98	0.24
chr14	118457427	118457671	Peak_5307	118457549	4.48	4.69	0.20	22.93	1.00	0.04
chr14	118473330	118473574	Peak_4987	118473452	4.95	5.03	0.08	65.34	1.00	0.00
chr14	118668843	118669087	Peak_13092	118668965	1.07	1.20	0.13	9.22	1.00	0.33
chr14	119006469	119006713	Peak_8425	119006591	2.21	2.32	0.10	22.40	0.99	0.17
chr14	119006722	119006966	Peak_11747	119006844	1.29	1.40	0.11	13.09	1.00	0.27
chr14	119013084	119013328	Peak_836	119013206	24.93	25.09	0.16	159.14	1.00	0.00
chr14	119643819	119644063	Peak_9401	119643941	1.86	1.97	0.10	19.31	1.00	0.16
chr14	119844901	119845145	Peak_12855	119845023	1.11	1.24	0.13	9.28	1.00	0.32
chr14	120109545	120109789	Peak_8514	120109667	2.17	2.39	0.22	10.99	1.00	0.16
chr14	120281076	120281320	Peak_9794	120281198	1.74	1.97	0.23	8.56	1.00	0.18
chr14	120330467	120330711	Peak_1939	120330589	14.11	14.19	0.08	175.15	1.00	0.00
chr14	120396483	120396727	Peak_13149	120396605	1.07	1.34	0.28	4.84	1.00	0.33
chr14	120477426	120477670	Peak_982	120477548	22.81	23.07	0.26	88.12	1.00	0.00
chr14	120831907	120832151	Peak_4576	120832029	5.56	5.62	0.06	91.97	1.00	0.00
chr14	120849002	120849246	Peak_11387	120849124	1.35	1.63	0.28	5.85	1.00	0.25
chr14	120855723	120855967	Peak_5977	120855845	3.76	3.97	0.21	18.49	1.00	0.03
chr14	120876927	120877171	Peak_3211	120877049	8.65	8.84	0.19	46.29	1.00	0.00
chr14	120892479	120892723	Peak_7001	120892601	2.95	3.13	0.18	17.60	1.00	0.11
chr14	121137125	121137369	Peak_9434	121137247	1.85	2.06	0.21	9.71	1.00	0.16
chr14	121172036	121172280	Peak_13043	121172158	1.08	1.15	0.07	17.29	1.00	0.33
chr14	121441772	121442016	Peak_6643	121441894	3.20	3.48	0.28	12.43	1.00	0.09
chr14	121443153	121443397	Peak_10125	121443275	1.65	1.82	0.17	10.50	1.00	0.21
chr14	121797331	121797575	Peak_12145	121797453	1.22	1.44	0.05	26.50	0.88	0.30
chr14	121798462	121798706	Peak_1205	121798584	20.15	20.27	0.12	163.11	1.00	0.00
chr14	121824950	121825194	Peak_2420	121825072	11.59	11.86	0.27	44.43	1.00	0.00
chr14	121866216	121866460	Peak_13238	121866338	1.05	1.16	0.11	10.43	1.00	0.35
chr14	121878220	121878464	Peak_2095	121878342	13.17	13.45	0.28	48.59	1.00	0.00
chr14	121882030	121882274	Peak_6521	121882152	3.28	3.38	0.10	32.25	1.00	0.09
chr14	122074480	122074724	Peak_1814	122074602	14.90	14.97	0.07	209.10	1.00	0.00
chr14	122106989	122107233	Peak_5709	122107111	4.03	4.39	0.11	41.33	0.94	0.04
chr14	122181378	122181622	Peak_10926	122181500	1.45	1.68	0.23	7.36	1.00	0.24
chr14	122223003	122223247	Peak_7055	122223125	2.92	3.07	0.15	20.27	1.00	0.11
chr14	122344642	122344886	Peak_4353	122344764	5.97	6.14	0.17	35.55	1.00	0.00
chr14	122450086	122450330	Peak_6066	122450208	3.69	4.08	0.39	10.35	1.00	0.03
chr14	122453444	122453688	Peak_7670	122453566	2.56	2.80	0.24	11.52	1.00	0.13
chr14	122490634	122490878	Peak_10947	122490756	1.44	1.63	0.18	8.89	1.00	0.24
chr14	122534058	122534302	Peak_5539	122534180	4.18	4.26	0.08	52.62	1.00	0.04
chr14	122983328	122983572	Peak_12787	122983450	1.12	1.25	0.13	9.75	1.00	0.30
chr15	3200454	3200698	Peak_7932	3200576	2.43	2.54	0.11	23.96	1.00	0.15
chr15	5230802	5231046	Peak_3256	5230924	8.49	8.60	0.10	82.92	1.00	0.00
chr15	6627829	6628073	Peak_5324	6627951	4.46	4.56	0.10	45.92	1.00	0.04
chr15	6738895	6739139	Peak_11595	6739017	1.31	1.41	0.10	14.57	1.00	0.26
chr15	6885211	6885455	Peak_10289	6885333	1.60	1.71	0.10	16.52	1.00	0.22
chr15	7132925	7133169	Peak_8683	7133047	2.10	2.32	0.22	10.64	1.00	0.17
chr15	7149863	7150107	Peak_1276	7149985	19.46	19.67	0.21	94.50	1.00	0.00
chr15	7289636	7289880	Peak_3492	7289758	7.82	8.01	0.19	42.32	1.00	0.00
chr15	7329171	7329415	Peak_10304	7329293	1.60	1.68	0.08	20.80	1.00	0.22
chr15	8127800	8128044	Peak_10269	8127922	1.61	1.67	0.05	33.08	1.00	0.22
chr15	8222410	8222654	Peak_9175	8222532	1.93	2.04	0.11	18.19	1.00	0.16
chr15	8514122	8514366	Peak_8835	8514244	2.05	2.15	0.10	22.12	1.00	0.17
chr15	8526209	8526453	Peak_3261	8526331	8.48	8.55	0.06	132.07	1.00	0.00
chr15	8584576	8584820	Peak_4786	8584698	5.26	5.38	0.12	44.36	1.00	0.00
chr15	8729883	8730127	Peak_13601	8730005	1.00	1.07	0.06	16.56	1.00	0.35
chr15	8840070	8840314	Peak_3300	8840192	8.37	8.68	0.11	78.77	0.98	0.00
chr15	9070890	9071134	Peak_7783	9071012	2.50	2.75	0.25	11.18	1.00	0.13
chr15	9071145	9071389	Peak_4589	9071267	5.54	5.62	0.08	66.33	1.00	0.00
chr15	9086792	9087036	Peak_10696	9086914	1.50	1.71	0.21	8.32	1.00	0.23
chr15	9112442	9112686	Peak_186	9112564	49.09	49.29	0.20	247.67	1.00	0.00
chr15	9329924	9330168	Peak_12430	9330046	1.17	1.38	0.21	6.62	1.00	0.31
chr15	9461317	9461561	Peak_8395	9461439	2.22	2.27	0.05	45.02	1.00	0.17
chr15	10589376	10589620	Peak_7842	10589498	2.47	2.56	0.09	27.37	1.00	0.13
chr15	10707128	10707372	Peak_4635	10707250	5.48	5.57	0.09	64.10	1.00	0.00
chr15	10874660	10874904	Peak_7219	10874782	2.80	2.87	0.06	44.28	1.00	0.12
chr15	10981532	10981776	Peak_6222	10981654	3.52	3.72	0.20	18.70	1.00	0.08
chr15	10981865	10982109	Peak_10750	10981987	1.49	1.55	0.05	28.29	1.00	0.24
chr15	11399486	11399730	Peak_2185	11399608	12.75	13.01	0.26	50.08	1.00	0.00
chr15	11399704	11399948	Peak_2222	11399826	12.57	12.73	0.16	78.16	1.00	0.00
chr15	11903451	11903695	Peak_7180	11903573	2.83	3.06	0.23	13.28	1.00	0.13
chr15	11903799	11904043	Peak_4186	11903921	6.24	6.37	0.13	50.07	1.00	0.00
chr15	11907141	11907385	Peak_7690	11907263	2.55	2.84	0.29	9.75	1.00	0.13
chr15	12101901	12102145	Peak_10609	12102023	1.52	1.76	0.24	7.34	1.00	0.23
chr15	12117680	12117924	Peak_7753	12117802	2.52	2.65	0.13	20.72	1.00	0.13
chr15	12360652	12360896	Peak_11134	12360774	1.40	1.46	0.05	28.62	1.00	0.23
chr15	12458182	12458426	Peak_5549	12458304	4.17	4.50	0.32	13.89	1.00	0.04
chr15	12460485	12460729	Peak_10861	12460607	1.46	1.54	0.08	18.91	1.00	0.24
chr15	12461077	12461321	Peak_12993	12461199	1.09	1.14	0.05	22.60	1.00	0.32
chr15	12498597	12498841	Peak_12186	12498719	1.21	1.36	0.15	9.37	1.00	0.29
chr15	12518283	12518527	Peak_4742	12518405	5.33	5.46	0.13	42.13	1.00	0.00
chr15	12598236	12598480	Peak_10904	12598358	1.45	1.60	0.14	11.06	1.00	0.24
chr15	12739816	12740060	Peak_5380	12739938	4.36	4.65	0.29	16.05	1.00	0.04
chr15	12833392	12833636	Peak_642	12833514	28.65	28.90	0.24	118.00	1.00	0.00
chr15	13714858	13715102	Peak_11059	13714980	1.42	1.47	0.05	29.11	1.00	0.23
chr15	14845028	14845272	Peak_11897	14845150	1.26	1.63	0.37	4.45	1.00	0.27
chr15	15970473	15970717	Peak_11537	15970595	1.32	1.51	0.18	8.26	1.00	0.25
chr15	16493588	16493832	Peak_5270	16493710	4.53	4.58	0.05	90.29	1.00	0.04
chr15	17790574	17790818	Peak_11553	17790696	1.32	1.48	0.16	9.31	1.00	0.25
chr15	17933962	17934206	Peak_3258	17934084	8.49	8.54	0.05	169.15	1.00	0.00
chr15	18818505	18818749	Peak_8539	18818627	2.16	2.29	0.13	17.36	1.00	0.16
chr15	18922366	18922610	Peak_9412	18922488	1.86	1.94	0.09	22.67	1.00	0.16
chr15	23737983	23738227	Peak_12936	23738105	1.10	1.20	0.10	11.97	1.00	0.32
chr15	25335361	25335605	Peak_973	25335483	22.88	23.08	0.20	116.54	1.00	0.00
chr15	25412127	25412371	Peak_401	25412249	36.02	36.25	0.23	158.74	1.00	0.00
chr15	25441855	25442099	Peak_4603	25441977	5.52	5.66	0.14	40.31	1.00	0.00
chr15	25504837	25505081	Peak_4902	25504959	5.06	5.18	0.12	42.92	1.00	0.00
chr15	25579227	25579471	Peak_1261	25579349	19.59	19.92	0.33	60.30	1.00	0.00
chr15	25613248	25613492	Peak_11278	25613370	1.38	1.53	0.15	10.26	1.00	0.24
chr15	25774846	25775090	Peak_11232	25774968	1.39	1.48	0.09	15.74	1.00	0.24
chr15	25781091	25781335	Peak_6259	25781213	3.49	3.71	0.22	16.72	1.00	0.08
chr15	25850660	25850904	Peak_2217	25850782	12.59	12.68	0.09	146.99	1.00	0.00
chr15	25873028	25873272	Peak_2108	25873150	13.11	13.48	0.37	36.42	1.00	0.00
chr15	25933131	25933375	Peak_7953	25933253	2.42	2.57	0.15	17.11	1.00	0.15
chr15	26152189	26152433	Peak_2261	26152311	12.40	12.45	0.05	247.11	1.00	0.00
chr15	26552906	26553150	Peak_6550	26553028	3.26	3.43	0.17	19.75	1.00	0.09
chr15	27188693	27188937	Peak_7694	27188815	2.55	2.70	0.15	17.55	1.00	0.13
chr15	27432601	27432845	Peak_8826	27432723	2.05	2.28	0.23	9.86	1.00	0.17
chr15	27463917	27464161	Peak_6310	27464039	3.45	3.58	0.14	25.86	1.00	0.08
chr15	27606126	27606370	Peak_9931	27606248	1.70	1.87	0.17	10.76	1.00	0.21
chr15	27630781	27631025	Peak_1994	27630903	13.74	13.79	0.05	273.83	1.00	0.00
chr15	27665394	27665638	Peak_5079	27665516	4.83	4.94	0.10	47.96	1.00	0.02
chr15	27720375	27720619	Peak_1790	27720497	15.05	15.16	0.11	135.99	1.00	0.00
chr15	27883009	27883253	Peak_7106	27883131	2.88	3.04	0.16	19.33	1.00	0.13
chr15	27884954	27885198	Peak_6865	27885076	3.05	3.20	0.16	20.39	1.00	0.10
chr15	28154991	28155235	Peak_13340	28155113	1.04	1.16	0.12	9.45	1.00	0.35
chr15	29115630	29115874	Peak_8854	29115752	2.04	2.10	0.05	39.63	1.00	0.17
chr15	30172362	30172606	Peak_10741	30172484	1.49	1.65	0.16	10.30	1.00	0.23
chr15	31224162	31224406	Peak_2571	31224284	11.02	13.80	0.16	86.31	0.81	0.00
chr15	31256152	31256396	Peak_11181	31256274	1.39	1.51	0.11	13.49	1.00	0.23
